name,r2,mse,rmse,mae,maxerr,medianerr
modelo nulo,NA,369.8152733621673,19.230581721886818,13.170943429868752,89.40411816625459,0.1946761749125976
rf_boost,0.789303346914264,80.12452577396861,8.951230405590541,6.315277883910138,50.29872897312988,-0.5969318516944355
rf_boost2,0.7415713240710694,97.4506646882517,9.871710322342917,6.856915422832458,56.64716519421391,-0.8500215754671387
prune_tree,0.3798175479070347,229.35294305517917,15.144403027362259,10.502530935785597,88.05507127718751,-0.20131779568116315
lm,0.34076639226710714,243.79465685326758,15.613925094391467,10.915824634821739,95.9817017855529,-1.83433901926621
lm_log,0.32758205705133797,258.8146454645892,16.087717223540114,11.133208178872026,97.03371706199387,0.1847489252337784
lm_log_log,0.3452711055324351,252.8826151929917,15.902283332685018,10.962062533867513,89.15142954788973,0.8846178874675701
