var,rel.inf
crm,27.11164443873905
m2,26.624708987070438
p_18a24_ratio,7.531745390046327
vivpar_hab_ratio,6.620490308726109
p18a24a_ratio,6.3632429026022415
parking_lots,5.577692106306209
desc_has_roof,4.552968572250535
pobtot,4.1742831518905
amenities,3.709177171254305
num_bedrooms,3.653232744656691
bathrooms,1.4148867585845004
deluxe_locality,1.3632062072752988
desc_has_luxury,0.8462673572643065
main_has_new,0.260669015371736
cellars,0.1957848879617555
is_loft,0
