CVEGEO_mean,CVE_ENT_mean,p_18a24_ratio_mean,pnacent_ratio_mean,pnacoe_ratio_mean,pres2015_ratio_mean,presoe15_ratio_mean,p18a24a_ratio_mean,pea_ratio_mean,pocupada_ratio_mean,pafil_ipriv_ratio_mean,p12ym_solt_ratio_mean,p12ym_casa_ratio_mean,tothog_ratio_mean,pobhog_ratio_mean,vivtot_ratio_mean,tvivhab_ratio_mean,tvivpar_ratio_mean,vivpar_hab_ratio_mean,vph_sincint_ratio_mean,vph_autom_ratio_mean,prom_hnv_mean,graproes_mean,prom_ocup_mean
NA,NA,0.09329091417632389,0.6917725012546888,0.23684491929716842,0.8465009211332368,0.07233424811881524,0.054317306729123827,0.6504775305976013,0.6397196257916794,0.1813585343900704,0.3982885294334282,0.3860645398268684,0.4026334019214677,0.9742783701984393,0.4930745742962305,0.8470747374372529,0.887704896401029,0.7347796338382819,0.07993695361314831,0.48269718595430083,1.1591836734693877,13.845102040816327,2.500612244897959
