CVE_ENT,CVEGEO_mean,p_18a24_ratio_mean,pnacent_ratio_mean,pnacoe_ratio_mean,pres2015_ratio_mean,presoe15_ratio_mean,p18a24a_ratio_mean,pea_ratio_mean,pocupada_ratio_mean,pafil_ipriv_ratio_mean,p12ym_solt_ratio_mean,p12ym_casa_ratio_mean,tothog_ratio_mean,pobhog_ratio_mean,vivtot_ratio_mean,tvivhab_ratio_mean,tvivpar_ratio_mean,vivpar_hab_ratio_mean,vph_sincint_ratio_mean,vph_autom_ratio_mean,prom_hnv_mean,graproes_mean,prom_ocup_mean
02,NA,0.11692015209125475,0.5627376425855514,0.335234474017744,0.9008238276299113,0.022496831432192648,0.049429657794676805,0.5224968314321926,0.5174271229404309,0.05354879594423321,0.3225602027883397,0.40525982256020276,0.31242078580481625,0.9974651457541192,0.33808618504435994,0.9259606373008434,0.8556701030927835,0.781630740393627,0.1415182755388941,0.6429240862230553,1.97,10.46,3.19
09,NA,0.07604124719428938,0.6933314863075283,0.23002607085833027,0.8488565477767588,0.06878094469663197,0.03917926898780354,0.6864091735896114,0.6749763718916444,0.18908977547709171,0.40115676937528894,0.38646246934298895,0.42209860576253044,0.9881612222029865,0.5236792669237343,0.8347738121869864,0.8958217570814841,0.7305955692684706,0.06981936391723048,0.4499544492562292,1.0619512195121952,14.141707317073172,2.3953658536585367
19,NA,0.19094907251182155,0.7010748543265062,0.262728238050281,0.8249432641502258,0.100266084832549,0.14368119191892081,0.4583037215251722,0.4506861847563488,0.15433408494406523,0.3923071707232561,0.38099162655625735,0.30151043886905043,0.8896521262352803,0.3359597159425461,0.9078535996368725,0.8447396828881123,0.7525932825249849,0.13039979012841768,0.6515865151474698,1.6128571428571428,12.59142857142857,3.0185714285714287
